X,X35p.u_35r.u_b,X35p.u_30r.u_b,X35p.u_25r.u_b,X35p.u_20r.u_b,X35p.u_15r.u_b,X35p.u_10r.u_b,X35p.u_05r.u_b,X30p.u_35r.u_b,X30p.u_30r.u_b,X30p.u_25r.u_b,X30p.u_20r.u_b,X30p.u_15r.u_b,X30p.u_10r.u_b,X30p.u_05r.u_b,X25p.u_35r.u_b,X25p.u_30r.u_b,X25p.u_25r.u_b,X25p.u_20r.u_b,X25p.u_15r.u_b,X25p.u_10r.u_b,X25p.u_05r.u_b,X20p.u_35r.u_b,X20p.u_30r.u_b,X20p.u_25r.u_b,X20p.u_20r.u_b,X20p.u_15r.u_b,X20p.u_10r.u_b,X20p.u_05r.u_b,X15p.u_35r.u_b,X15p.u_30r.u_b,X15p.u_25r.u_b,X15p.u_20r.u_b,X15p.u_15r.u_b,X15p.u_10r.u_b,X15p.u_05r.u_b,X10p.u_35r.u_b,X10p.u_30r.u_b,X10p.u_25r.u_b,X10p.u_20r.u_b,X10p.u_15r.u_b,X10p.u_10r.u_b,X10p.u_05r.u_b,X05p.u_35r.u_b,X05p.u_30r.u_b,X05p.u_25r.u_b,X05p.u_20r.u_b,X05p.u_15r.u_b,X05p.u_10r.u_b,X05p.u_05r.u_b,X35p.u_35r.d_b,X35p.u_30r.d_b,X35p.u_25r.d_b,X35p.u_20r.d_b,X35p.u_15r.d_b,X35p.u_10r.d_b,X35p.u_05r.d_b,X30p.u_35r.d_b,X30p.u_30r.d_b,X30p.u_25r.d_b,X30p.u_20r.d_b,X30p.u_15r.d_b,X30p.u_10r.d_b,X30p.u_05r.d_b,X25p.u_35r.d_b,X25p.u_30r.d_b,X25p.u_25r.d_b,X25p.u_20r.d_b,X25p.u_15r.d_b,X25p.u_10r.d_b,X25p.u_05r.d_b,X20p.u_35r.d_b,X20p.u_30r.d_b,X20p.u_25r.d_b,X20p.u_20r.d_b,X20p.u_15r.d_b,X20p.u_10r.d_b,X20p.u_05r.d_b,X15p.u_35r.d_b,X15p.u_30r.d_b,X15p.u_25r.d_b,X15p.u_20r.d_b,X15p.u_15r.d_b,X15p.u_10r.d_b,X15p.u_05r.d_b,X10p.u_35r.d_b,X10p.u_30r.d_b,X10p.u_25r.d_b,X10p.u_20r.d_b,X10p.u_15r.d_b,X10p.u_10r.d_b,X10p.u_05r.d_b,X05p.u_35r.d_b,X05p.u_30r.d_b,X05p.u_25r.d_b,X05p.u_20r.d_b,X05p.u_15r.d_b,X05p.u_10r.d_b,X05p.u_05r.d_b,p.nc_35r.d_b,p.nc_30r.d_b,p.nc_25r.d_b,p.nc_20r.d_b,p.nc_15r.d_b,p.nc_10r.d_b,p.nc_05r.d_b,p.nc_35r.u_b,p.nc_30r.u_b,p.nc_25r.u_b,p.nc_20r.u_b,p.nc_15r.u_b,p.nc_10r.u_b,p.nc_05r.u_b,X35p.u_r.nc_b,X30p.u_r.nc_b,X25p.u_r.nc_b,X20p.u_r.nc_b,X15p.u_r.nc_b,X10p.u_r.nc_b,X05p.u_r.nc_b,reg_dem,who_vote,who_vote_other,fav_biden,fav_bernie,fav_warren,fav_bloomberg,fav_gabbard,fav_klobuchar,fav_buttigieg,Q53,stim_divide_ppl,stim_divide_corp,school_close,UBI,consid_econ,medicare,stud_debt,trump_overall,trump_covid,emp1,emp2,poor_anger,poor_disgust,poor_comp,poor_envy,rich_anger,rich_disgust,rich_comp,rich_envy,open_why_vote,Q256,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,attn,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,sdo16,gender,age,ethnicity,income,ideology,soc_iss,econ_iss,partyid,partyid_force,strong_dem,strong_rep,Q63,Q65,ses_ladder,party,repub,pte,cte,ptae,ctae,sdo,ptez,ctez,ptaez,ctaez,sdoz,pid,poor_angerz,poor_disgustz,poor_compz,poor_envyz,rich_angerz,rich_disgustz,rich_compz,rich_envyz,trump_overallz,trump_covidz,t1_weight,t1_weightz,t2_weight,t2_weightz,t3_weight,t3_weightz,t4_weight,t4_weightz,money_burning,money_burningz,free_rich,free_richz,bern_min_bid,bern_min_bidz
290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,NA,1,1,1,1,1,1,1,1,75,25,1,0,0,0,0,7,7,4,4,1,1,5,1,4,2,1,3,If it would help poor people without taking too much away from the rich people. I thought that if you took too much away from the rich people then it would hurt rather than help the economy overall.,1,2,2,2,3,3,2,2,1,2,6,6,6,6,4,4,6,6,2,50,1,7,4,3,5,2,2,NA,1,1,1,3,Rep,1,2.25,6,6,3,3.8125,-0.475350358,0.410256619,1.356329455,-2.031100368,0.70696027,274,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.150741403,-0.304273452,-0.826843852,0.314518858,1.240567017,1.208683621,1,1.198442705,1,0.644609658,0.904761905,0.508729596,0.238095238,-0.792472121,0,-0.767713587,0,-0.663472675,0,-0.21531755
292,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,5,4,3,5,3,3,4,1,60,40,1,1,0,1,0,3,2,3,3,1,1,3,1,2,2,1,2, A small increase for the rich is way larger than a large increase for the poor.,1,2,5,4,5,6,1,2,7,3,5,6,5,5,1,5,3,5,1,57,1,4,3,2,5,1,NA,44,NA,1,1,7,Dem,0,4,3.75,5.25,4.5,4.25,0.454609835,-1.399624185,0.951055136,-0.855352465,1.04162915,275,-0.617105696,-0.613834812,-0.622680797,-0.547747684,-0.279746596,-0.304273452,-0.826843852,-0.454667158,-0.485439267,-0.941203031,0,-1.199888354,0.476190476,-1.071935161,0.952380952,0.6445054,0.666666667,0.246460291,0,-0.767713587,0,-0.663472675,-1,-0.625739166
293,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,6,5,6,4,4,4,3,1,70,30,1,1,1,1,1,4,4,5,5,1,1,5,1,1,1,3,1,"I was thinking of what will make the living condition of the poor, that is the 20% at the bottom better without taking any money from the rich.",1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,40,2,13,3,3,3,1,NA,46,NA,1,1,5,Dem,0,1.75,6.75,1,7,1.25,-0.74105327,1.013550221,-1.34549934,1.104227373,-1.253243167,276,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.994990595,-0.99954564,0.737544716,-1.223853175,-0.053937696,-0.08124837,0.952380952,1.084236465,1,0.644609658,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,-1,-0.625739166
294,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,2,NA,1,5,1,1,1,1,4,1,100,0,1,1,1,1,1,1,1,4,4,1,1,5,1,4,5,1,4,"I wanted to give to the poor and take from the rich. The rich get away without helping or paying taxes, if they did we would be a very rich country so if we take from them to give to the poor , the poor are giving and will help the country ",1,2,2,2,2,1,1,2,2,1,1,7,1,1,1,1,1,1,2,30,1,8,2,2,2,1,NA,47,NA,1,1,5,Dem,0,2,6.75,2.5,7,1.6875,-0.608201814,1.013550221,-0.534950701,1.104227373,-0.918574287,277,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.150741403,1.781543111,-0.826843852,1.083704875,-1.348442409,-1.371180361,0,-1.199888354,0.333333333,-1.540083748,0.952380952,0.6445054,1,1.054518834,0.428571429,0.338540817,0,-0.663472675,4,1.426368915
295,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,5,NA,5,7,7,5,6,5,6,1,50,50,1,0,1,1,0,7,6,5,4,4,3,5,4,4,3,5,4,Good.,1,6,7,6,5,2,3,2,1,1,6,5,7,7,2,3,2,2,1,35,1,6,7,6,7,3,NA,NA,7,1,1,2,Rep,1,6,6.25,6.25,5.75,4.0625,1.517421483,0.611354487,1.491420895,0.124437454,0.89819963,278,1.882963534,1.182200378,1.098314526,1.898973832,1.150741403,0.390998736,2.301933284,1.083704875,1.240567017,0.77870629,0.761904762,0.627411501,0.761904762,-0.135637987,0.714285714,-0.034373621,0.714285714,0.361897226,0.714285714,1.076043753,1,2.054307987,2,0.605525682
296,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,NA,5,6,6,5,5,5,6,1,10,90,1,1,0,1,1,7,7,5,5,5,4,4,3,3,3,4,4,,1,7,7,6,5,3,2,2,3,2,7,5,6,6,3,2,2,3,1,32,1,6,7,7,7,3,NA,NA,7,1,1,5,Rep,1,6.25,5.5,6,5.5,4.3125,1.650272939,0.008060885,1.356329455,-0.07152053,1.089438989,279,2.716319944,2.080217973,0.237816864,1.083399993,0.435497403,0.390998736,1.519739,1.083704875,1.240567017,1.208683621,0.904761905,0.970030224,0.952380952,0.488560129,0.857142857,0.372953791,0.952380952,0.939081899,0.857142857,1.444795221,0.857142857,1.666053607,1,0.195104066
297,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,2,NA,1,7,2,1,1,1,1,1,80,20,1,1,1,1,1,1,1,4,3,1,1,5,1,4,4,1,5,If it helps regular working people.,1,1,4,4,4,1,1,2,1,1,1,1,1,1,1,1,1,1,2,26,4,4,1,1,1,1,NA,49,NA,1,1,7,Dem,0,3.25,7,1,7,1.5625,0.056055467,1.214648088,-1.34549934,1.104227373,-1.014193967,280,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.150741403,1.086270923,-0.826843852,1.852890892,-1.348442409,-1.371180361,0,-1.199888354,0.238095238,-1.852182806,0.904761905,0.508729596,0.619047619,0.131023356,0.428571429,0.338540817,0,-0.663472675,6,2.247212147
298,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NA,5,4,4,4,2,2,4,1,80,20,0,0,1,1,1,1,1,5,5,1,1,4,1,1,1,1,1,I want my choices to be as equal as possible.,1,3,3,3,1,1,3,2,1,5,2,2,1,2,1,1,1,1,2,40,4,15,4,3,6,2,1,46,NA,1,1,5,Dem,0,2.5,5.5,1.75,7,1.9375,-0.342498901,0.008060885,-0.940225021,1.104227373,-0.727334928,281,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,-1.348442409,-1.371180361,0.857142857,0.855823983,1,0.644609658,0.047619048,-1.93523488,0,-1.369656795,0.857142857,1.444795221,0,-0.663472675,-1,-0.625739166
299,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,5,NA,5,5,4,5,4,4,3,1,60,40,0,0,0,1,0,5,6,4,4,3,4,3,4,4,3,4,3,YES,1,5,6,5,5,2,3,2,3,4,5,4,5,4,3,4,3,4,2,32,1,6,4,4,5,1,NA,47,NA,1,1,3,Dem,0,5.25,5,4.5,4.5,4.0625,1.118867115,-0.394134849,0.545780817,-0.855352465,0.89819963,282,1.049607124,2.080217973,-0.622680797,1.898973832,1.150741403,0.390998736,1.519739,0.314518858,0.377563875,0.77870629,0.571428571,0.170586537,0.80952381,0.020411542,0.857142857,0.372953791,0.523809524,-0.099850513,0.571428571,0.707292285,0.714285714,1.277799227,0,-0.21531755
300,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,3,7,2,5,4,3,2,1,60,40,1,1,0,1,0,NA,7,5,3,4,2,5,3,4,5,2,3,no,1,6,4,6,2,2,4,2,2,6,7,5,4,7,3,5,2,1,1,26,1,11,6,7,6,1,NA,49,NA,1,1,4,Dem,0,4.5,4.5,5.75,5.25,4.125,0.720312747,-0.796330584,1.221238016,-0.267478514,0.94600947,283,1.882963534,0.284182783,1.098314526,1.083399993,1.150741403,1.781543111,-0.044649568,0.314518858,NA,1.208683621,1,1.198442705,0.952380952,0.488560129,0,-2.071010685,0.047619048,-1.25421986,0,-0.767713587,0,-0.663472675,4,1.426368915
301,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,8,26,4,4,4,4,4,4,4,1,95,5,0,1,1,1,1,6,5,4,4,1,1,3,1,4,4,1,2,"To increase the wealth in the poor country, I was not too concerned over the wealth in rich country.  Anytime it increases the wealth for the poor I was for it.",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,51,1,5,4,4,4,2,2,NA,4,1,1,8,Rep,1,2,6,2,6,2,-0.608201814,0.410256619,-0.805133581,0.320395438,-0.679525088,284,-0.617105696,-0.613834812,-0.622680797,-0.547747684,1.150741403,1.086270923,-0.826843852,-0.454667158,0.809065446,0.34872896,0.952380952,1.084236465,1,0.644609658,1,0.780281204,0.714285714,0.361897226,0,-0.767713587,0.428571429,0.501290466,0,-0.21531755
302,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,NA,6,5,5,4,4,4,4,1,90,10,1,0,0,1,0,1,1,5,5,1,1,4,1,1,1,1,2,What is the right thing to do and what is fair. I was thinking about inequality.,1,1,1,1,1,1,1,2,1,1,1,1,1,7,1,1,1,1,2,62,1,4,4,4,4,1,NA,49,NA,1,1,6,Dem,0,1,7,2.5,7,1.375,-1.139607638,1.214648088,-0.534950701,1.104227373,-1.157623487,285,-0.617105696,-0.613834812,0.237816864,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-0.454667158,-1.348442409,-1.371180361,0.095238095,-0.971475872,0.571428571,-0.759836103,1,0.780281204,1,1.054518834,0.571428571,0.707292285,0,-0.663472675,-1,-0.625739166
303,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,10,1,1,1,1,6,1,1,1,75,25,1,0,0,0,0,7,7,4,3,1,1,1,1,1,1,1,1,"Whether it just seemed right to me or not, no strategy or factor.",1,6,6,6,6,6,4,2,6,4,6,6,6,6,4,5,4,5,1,52,1,6,6,6,6,3,NA,NA,5,1,1,5,Rep,1,6,3,6,3.5,5.375,1.517421483,-2.002917787,1.356329455,-1.6391844,1.902206268,286,-0.617105696,-0.613834812,-2.34367612,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,1.240567017,1.208683621,0,-1.199888354,1,0.644609658,0.047619048,-1.93523488,0,-1.369656795,0,-0.767713587,0,-0.663472675,0,-0.21531755
304,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,4,NA,2,1,1,5,2,1,1,1,80,20,0,1,1,0,1,2,1,2,1,1,1,3,1,1,1,1,1,How much each group was gaining or if I thought too much was being taken away from the rich. ,1,1,1,1,1,1,1,2,1,2,2,6,1,1,1,1,1,1,1,33,1,9,6,6,6,3,NA,NA,4,1,1,4,Rep,1,1,6.75,2.5,7,1.4375,-1.139607638,1.013550221,-0.534950701,1.104227373,-1.109813647,287,-0.617105696,-0.613834812,-0.622680797,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-1.223853175,-0.916940838,-1.371180361,0.80952381,0.741617742,1,0.644609658,0.80952381,0.237177987,0.19047619,-0.907909056,0,-0.767713587,0.142857143,-0.275218295,-1,-0.625739166
305,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,NA,5,5,4,4,4,4,3,1,60,40,0,1,1,1,0,5,6,4,4,1,1,2,1,2,2,2,3,The percentage concerned with the poor.,1,5,4,6,6,2,3,2,3,4,3,5,5,6,2,2,2,3,2,42,1,5,2,2,2,1,NA,48,NA,1,1,6,Dem,0,5.25,5,4.75,5.75,3.8125,1.118867115,-0.394134849,0.680872257,0.124437454,0.70696027,288,-0.617105696,-0.613834812,-1.483178459,-0.547747684,-0.279746596,-0.304273452,-0.044649568,0.314518858,0.377563875,0.77870629,0.523809524,0.056380296,0.952380952,0.488560129,0.285714286,-1.256355859,0.047619048,-1.25421986,0,-0.767713587,0.142857143,-0.275218295,0,-0.21531755
306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,8,26,2,4,1,2,6,NA,2,1,60,40,1,0,0,0,0,5,4,2,3,1,1,1,1,1,1,1,2,"I wouldn't want to take from the rich because when I work my way up there I wouldn't want that. Furthermore, I support helping the poor, but not at the cost of taking away from the rich.",1,4,4,4,4,2,2,2,4,4,4,3,4,4,1,4,2,4,1,23,6,1,4,4,4,2,2,NA,3,1,1,10,Rep,1,4,5,3.75,5.25,3.375,0.454609835,-0.394134849,0.140506497,-0.267478514,0.372291391,289,-0.617105696,-0.613834812,-2.34367612,-0.547747684,-0.994990595,-0.99954564,-0.826843852,-0.454667158,0.377563875,-0.08124837,0.80952381,0.741617742,1,0.644609658,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,2,0.605525682
307,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,NA,3,7,7,3,4,4,7,1,70,30,1,1,0,1,1,2,5,5,5,1,1,5,1,5,5,1,2,"I was considering the way I would vote if I were a politician, and which policies I'm going to support in the future.",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,28,1,10,1,1,1,1,NA,48,NA,1,1,5,Dem,0,1,7,1,7,1,-1.139607638,1.214648088,-1.34549934,1.104227373,-1.444482526,290,-0.617105696,-0.613834812,1.098314526,-0.547747684,1.865985402,1.781543111,-0.826843852,-0.454667158,-0.916940838,0.34872896,0.333333333,-0.400444668,0.952380952,0.488560129,1,0.780281204,0.904761905,0.823644964,0.571428571,0.707292285,0,-0.663472675,4,1.426368915
308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,2,7,3,4,3,2,5,1,70,30,1,1,0,1,0,5,6,4,2,4,5,3,2,3,4,2,3,no,1,5,7,4,3,2,1,2,5,2,4,3,7,6,4,6,4,2,1,26,1,10,7,6,7,1,NA,49,NA,1,1,4,Dem,0,4.75,5.5,5,4,4.0625,0.853164203,0.008060885,0.815963696,-1.247268433,0.89819963,291,1.882963534,2.978235568,-0.622680797,0.267826155,0.435497403,1.086270923,-0.044649568,0.314518858,0.377563875,0.77870629,1,1.198442705,1,0.644609658,0,-2.071010685,0,-1.369656795,0,-0.767713587,0,-0.663472675,5,1.836790531
309,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,NA,NA,4,4,4,NA,5,6,1,20,80,1,1,1,1,1,6,7,4,5,3,4,4,3,3,4,4,4,,1,6,7,6,5,2,1,2,3,1,4,3,4,2,3,2,4,2,1,32,1,2,6,6,6,3,NA,NA,NA,1,1,6,Rep,1,6,6.25,3.25,5.25,3.4375,1.517421483,0.611354487,-0.129676382,-0.267478514,0.420101231,292,1.049607124,2.080217973,0.237816864,1.083399993,0.435497403,1.086270923,1.519739,1.083704875,0.809065446,1.208683621,0.380952381,-0.286238427,1,0.644609658,1,0.780281204,1,1.054518834,0,-0.767713587,0,-0.663472675,NA,NA
310,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,2,1,4,4,4,4,4,1,70,30,1,0,1,1,1,1,3,5,5,1,1,5,1,1,5,3,5,"I was accessing the common ground of the changes to be made. I didn't want to take completely away from the rich, but I also wanted to give the poor a bigger playing field to help them out and expand functions of the economy. ",1,1,1,5,1,1,1,2,1,2,1,7,1,1,1,1,1,2,2,29,2,1,3,3,2,1,NA,49,NA,1,1,8,Dem,0,2,6.75,2.5,6.75,1.75,-0.608201814,1.013550221,-0.534950701,0.908269389,-0.870764447,293,-0.617105696,-0.613834812,1.098314526,-0.547747684,-0.994990595,1.781543111,0.737544716,1.852890892,-1.348442409,-0.511225701,0,-1.199888354,0.19047619,-2.008232335,0.904761905,0.508729596,0.619047619,0.131023356,0.285714286,-0.030210651,0,-0.663472675,-1,-0.625739166
